Orthogroup	Solanum_lycopersicum	Brassica_napus
OG0000390	Solyc12T000991.1, Solyc10T002241.1, Solyc10T002463.2	CDY59828, CDX67667, CDX72087, CDY47391, CDX76022, CDY27172, CDY22511, CDY35423, CDY23866, CDX79949
OG0000391	Solyc12T000015.1, Solyc04T001022.1, Solyc04T000039.1, Solyc04T000040.1, Solyc04T000986.1, Solyc08T001557.1	CDY63895, CDX69373, CDY63922, CDY39472, CDX90374, CDY25587
OG0000392	Solyc11T000504.3, Solyc05T001676.1	CDY30352, CDY26821, CDY54334, CDY04684, CDY04685, CDY08082, CDY70446, CDY68996, CDX68331, CDY55310, CDY32462, CDY04686, CDY37423, CDY32460, CDY11546, CDY11548, CDX96276, CDY03722, CDY09481, CDY25773, CDY04741, CDY21420
OG0000393	Solyc11T001676.1, Solyc08T002142.1, Solyc08T000239.1, Solyc12T001861.1, Solyc10T002217.1, Solyc12T002497.1, Solyc11T000146.1, Solyc01T003556.1, Solyc01T003390.1	CDX82109, CDX82112
OG0000394	Solyc08T000326.1, Solyc08T002431.3, Solyc02T001273.1, Solyc08T000327.1	CDY46053, CDX82359, CDY69175
OG0000394	Solyc12T002203.1	CDY39729, CDY44462
OG0000395	Solyc06T002291.1	CDX80366, CDY42245, CDY40859, CDX80367
OG0000396	Solyc12T002195.1, Solyc06T002593.1, Solyc06T000145.2, Solyc03T000564.1, Solyc02T001998.1, Solyc08T002446.1, Solyc10T000499.2, Solyc03T000251.1, Solyc05T002122.1	CDY35636, CDY49174, CDX96210
OG0000397	Solyc08T002212.1, Solyc08T002210.1	CDY65737, CDY49024, CDY72661, CDY70590
OG0000398	Solyc11T000624.1, Solyc04T000565.2	CDY41056, CDY25959, CDY66113, CDY04171, CDY04170, CDY33126, CDY17727, CDX77776, CDY12162, CDY12163, CDY60619, CDX93868, CDY28922, CDY40558
OG0000410	Solyc12T001492.1, Solyc03T003216.1	CDY26503, CDX69465, CDX70676, CDX78674, CDY26504
OG0000410	Solyc05T000407.1	CDX73016
OG0000413	Solyc06T001823.1, Solyc12T001800.1	CDX75953, CDY51927
OG0000413	Solyc02T002678.1, Solyc02T000823.1, Solyc02T000822.1	CDY07499, CDX96152, CDY49631, CDY01709, CDX74562, CDY27005, CDY38572
OG0000414	Solyc11T001056.1, Solyc04T000864.1, Solyc01T000937.1	CDY45977
OG0000414	Solyc10T000997.1	CDY19674, CDX95212, CDY45544
OG0000415	Solyc12T002476.1, Solyc06T000827.1	CDX85929, CDX68113, CDY53562, CDX87651, CDX73211, CDX73210, CDX87652, CDX87653, CDY70534, CDX85928, CDX85927
OG0000416	Solyc04T000727.1, Solyc10T002380.1	CDX67683, CDY33832, CDY30976, CDX76042, CDX76044
OG0000416	Solyc01T001658.1, Solyc01T001655.1, Solyc01T001656.1	CDY34445, CDY32230
OG0000417	Solyc12T002634.1	CDY45054, CDY03593
OG0000418	Solyc03T000942.1	CDY24530
OG0000418	Solyc04T002194.1, Solyc11T002357.1	CDY47216, CDY53048, CDY47217, CDY53046, CDY34117, CDY03289, CDY34120, CDY24536, CDY02039, CDY23281
OG0000428	Solyc01T002271.2, Solyc08T000817.1, Solyc09T002251.3	CDX89939
OG0000429	Solyc02T001670.1	CDX79055
OG0000430	Solyc09T002368.1, Solyc03T000020.1, Solyc09T001972.1, Solyc06T002739.1	CDY50674
OG0000430	Solyc09T001974.1, Solyc09T002369.1, Solyc06T001163.2, Solyc09T001973.1	CDY66095
OG0000431	Solyc10T002715.1, Solyc10T002718.1, Solyc01T002468.1, Solyc10T002736.1, Solyc01T002474.3, Solyc04T002649.1, Solyc04T002651.1, Solyc04T002653.1	CDY09336
OG0000434	Solyc05T000223.1, Solyc04T000075.1	CDY16205, CDY46430, CDY52764
OG0000434	Solyc03T002564.1	CDY60836, CDY17425, CDY62176, CDY09349, CDY03028, CDY45190, CDY62015, CDY49094, CDX81631, CDY33754
OG0000435	Solyc03T000565.1, Solyc02T002000.1	CDX75541, CDY26832
OG0000435	Solyc01T004324.2	CDX75480
OG0000435	Solyc02T001495.1	CDX77623, CDY58056
OG0000435	Solyc03T002666.1	CDY56740
OG0000436	Solyc01T004046.2, Solyc10T001637.2	CDX89672, CDY02280, CDX71239, CDY36646, CDX75432
OG0000436	Solyc02T002590.1	CDX76280
OG0000439	Solyc02T002808.1	CDX69295, CDY29548, CDX75643, CDX72626, CDY29549
OG0000440	Solyc09T000350.3, Solyc11T000197.1, Solyc05T002645.1	CDX84140, CDX75055, CDX96530, CDX73073, CDY65628, CDY41508, CDY21822, CDX77906, CDY49719, CDY39579
OG0000442	Solyc01T003060.1	CDY11314, CDX80926
OG0000442	Solyc01T000348.1, Solyc11T002424.1	CDY16581, CDX92422, CDY09090
OG0000448	Solyc01T001536.2, Solyc12T001461.1, Solyc03T001301.1, Solyc09T000871.1	CDY53142
OG0000461	Solyc04T001551.1	CDY47551, CDY12384, CDX92063, CDY42916, CDY49349
OG0000461	Solyc09T001835.1, Solyc06T002688.1	CDY02631, CDY53245, CDY35219, CDY06871
OG0000463	Solyc09T000246.2, Solyc11T002322.1, Solyc06T002360.1, Solyc06T002359.1	CDY45963, CDY45480, CDY23976, CDX84811, CDX71369, CDY04545, CDY65169, CDX93593, CDX95095, CDX93595, CDX95097
OG0000465	Solyc06T001971.5, Solyc12T001131.1, Solyc03T002661.1	CDY16755
OG0000465	Solyc10T001417.1, Solyc01T003882.1	CDY03581, CDY59368
OG0000465	Solyc05T000095.1	CDY24508, CDY33617
OG0000466	Solyc11T000094.1	CDY37215, CDX81451
OG0000466	Solyc01T002338.1	CDY12242, CDY42084, CDY10125
OG0000467	Solyc03T003362.1	CDY47531, CDY02546
OG0000467	Solyc12T000218.1	CDY50610, CDX77417, CDY39543
OG0000467	Solyc10T001697.1, Solyc11T001538.1, Solyc01T004138.1	CDY65603, CDX99312, CDX92276
OG0000468	Solyc07T000538.1, Solyc01T003686.1, Solyc11T000032.1	CDY62464, CDY64689, CDY59354, CDY42121
OG0000470	Solyc11T000335.1, Solyc05T002681.1, Solyc03T001162.1, Solyc11T001626.1	CDY23367, CDX83482, CDX79823, CDY30407, CDX67802, CDX98380, CDY00624, CDX89028, CDY72317, CDX71899, CDY05991, CDY17926, CDY44229, CDX86946
OG0000472	Solyc02T001043.1	CDX91066
OG0000472	Solyc03T002446.1	CDY03421, CDY34308, CDX92650, CDY11031
OG0000472	Solyc02T000942.1, Solyc02T002482.1	CDY56180, CDX98113, CDX85290, CDX86348, CDY35777
OG0000473	Solyc02T001498.1, Solyc12T001518.1, Solyc02T001497.1, Solyc02T001457.2, Solyc02T001459.1, Solyc02T001472.1, Solyc02T001469.1, Solyc02T001465.1, Solyc02T001467.1, Solyc02T001471.1, Solyc02T000178.1	CDY01554, CDY68806, CDY53993, CDX76515, CDY34061, CDX99456
OG0000474	Solyc06T001215.1, Solyc01T002217.1	CDY38223, CDY13928, CDX92575, CDY47187, CDY02598, CDY24704, CDY05250, CDX74110, CDY08058
OG0000474	Solyc02T002321.1, Solyc02T001010.1	CDY63215, CDY00131, CDX86429, CDX85201
OG0000474	Solyc03T000351.2	CDX89410, CDX94437
OG0000475	Solyc12T001334.1, Solyc07T000891.1	CDY15768, CDY29456, CDX99952
OG0000476	Solyc10T002348.1, Solyc04T000855.1	CDX72074, CDY06138, CDX76039, CDY30970, CDY66825, CDY02694, CDY69460, CDY31197, CDY70221, CDY70336, CDY49366, CDY31196, CDY17428, CDY23855, CDX79941, CDY65242, CDX82973, CDY65241, CDY22520, CDY35418, CDY14762, CDY06932
OG0000479	Solyc02T001190.1	CDY36178, CDY54220, CDY36176, CDY45593, CDY36183, CDY54218, CDY54219, CDY44434, CDX86469, CDX83229, CDY38516, CDY20286, CDY20288, CDY20287, CDY46131, CDY63516, CDY54216, CDY36182, CDY45594, CDY36175, CDY36177, CDY54223, CDY54222, CDY36179, CDY54221, CDY36181, CDY64713
OG0000481	Solyc09T001419.1, Solyc05T001802.1, Solyc01T001383.1, Solyc07T000698.1	CDY00868
OG0000482	Solyc08T000834.1, Solyc05T002217.1, Solyc05T002223.1, Solyc03T001328.1	CDY01990
OG0000488	Solyc12T002841.1, Solyc10T000184.1, Solyc12T001521.1, Solyc12T002835.1, Solyc12T002055.1, PRAM_141691.1.p1, Solyc10T002478.1, Solyc10T002477.1, Solyc10T002228.1	CDY03343, CDY48725, CDY07814, CDY29203
OG0000490	Solyc06T000729.1, Solyc03T000298.1	CDY15173, CDX90036, CDY38009
OG0000491	Solyc02T002429.1, Solyc02T000968.1	CDY43260, CDY37551, CDY37552
OG0000493	Solyc06T000337.1, Solyc01T001723.1, Solyc08T000829.1	CDX90544, CDY22779, CDY52043, CDY32215, CDY34430
OG0000493	Solyc01T003396.3	CDX94988, CDX93514, CDY32165
OG0000494	Solyc10T001073.1, PRAM_15848.1.p1	CDY05516, CDY05331
OG0000495	Solyc09T002071.1, Solyc06T000613.1, Solyc09T002146.1	CDX74874, CDY13225
OG0000495	Solyc03T000053.1, Solyc03T000055.1	CDX79505, CDY22352
OG0000496	Solyc05T002311.1, Solyc03T002111.1, Solyc04T001834.1	CDX81162, CDY08821, CDY14539, CDX81161, CDX78369, CDX85778, CDY40078
OG0000497	Solyc10T001213.1, Solyc10T001231.1, Solyc09T000306.1, Solyc06T000871.1, Solyc03T000186.1, Solyc11T002488.1, Solyc06T000646.1, Solyc01T002787.1	CDY49714, CDX92707, CDX94446, CDY55723
OG0000500	Solyc02T001304.1, Solyc02T001307.1, Solyc12T001404.1, Solyc08T001245.1	CDY35138, CDY40002, CDY21770, CDX81795, CDX81796, CDY21769, CDX92689, CDY11068, CDY08970, CDY24858
OG0000502	Solyc02T000455.1, Solyc07T001619.1, Solyc07T001617.1, Solyc02T001818.1	CDY08406, CDY42175
OG0000503	Solyc07T001925.2, Solyc05T001951.1, Solyc05T001960.1, Solyc10T001486.1, Solyc05T001945.1, Solyc07T001914.1, Solyc07T001913.1, Solyc07T001915.1, Solyc07T001918.2, Solyc07T001916.1, Solyc07T001917.1, Solyc05T001955.1, Solyc05T001961.1, Solyc07T001441.1, Solyc07T001439.2, Solyc07T001437.1	CDY15535, CDX86580, CDY53386, CDY18291
OG0000504	Solyc11T000188.1, Solyc11T000125.1	CDY31356, CDY39856
OG0000504	Solyc04T000247.1, Solyc01T001114.1, Solyc07T000274.1, Solyc07T000277.1, Solyc07T000276.1	CDY09389, CDY51475, CDY17613, CDY48618, CDY04121
OG0000505	Solyc03T002270.1	CDY46883
OG0000505	Solyc04T001008.1, Solyc01T000002.1	CDY07474, CDY39258, CDY09396, CDY15807, CDY56295, CDY04111
OG0000505	Solyc05T002521.1, Solyc11T000570.1	CDY16935, CDX78739
OG0000507	Solyc05T002081.1, Solyc01T002819.1	CDY48932, CDX71753, CDY58789, CDY45704, CDY69828
OG0000507	Solyc01T002820.1	CDX80388, CDX88050, CDY08097, CDY05887
OG0000508	Solyc03T002503.1, Solyc06T002006.1	CDY34300, CDY03429
OG0000508	Solyc05T001718.1, Solyc01T000976.1, Solyc01T000975.1	CDY61226, CDY66293, CDY09456, CDY03738, CDY66292
OG0000509	Solyc07T000359.1, Solyc06T000636.1, Solyc12T002343.1, Solyc12T002322.1, Solyc12T002326.1	CDX94594, CDY15687, CDX94595, CDY35721, CDX90135, CDY46286, CDY26364, CDY46618, CDY35722, CDX90136
OG0000511	Solyc09T002201.1	CDY68061, CDX89162, CDY11466, CDX76678, CDX95739, CDY53024, CDX80139, CDY27469, CDY55528, CDY10229, CDY54881, CDY09953, CDY06230, CDY71728, CDY10745, CDY29666, CDX97821, CDX97824, CDY52638, CDX84825, CDY23990
OG0000512	Solyc07T002755.1	CDY28617, CDY70595, CDY24078, CDY36600, CDY64984, CDY06528, CDY11707, CDX67472, CDY06529, CDY64983, CDY69949
OG0000513	Solyc09T002523.1, Solyc03T000050.1	CDY18225, CDY60663, CDY10057, CDY53187, CDY32941, CDY50478, CDX85070, CDY35515, CDX77538
OG0000513	Solyc03T000051.1, Solyc09T002524.1	CDX77537, CDX85071, CDY08986, CDY35516
OG0000522	Solyc09T002064.1, Solyc01T002729.1, Solyc01T003168.1, Solyc06T002714.1, Solyc09T002063.1	CDY35378
OG0000524	Solyc12T002104.1, Solyc06T001533.1, Solyc06T001532.2, Solyc01T004090.1, Solyc11T001050.1, Solyc06T001531.1, Solyc06T001534.1, Solyc11T001154.1, Solyc11T001161.1	CDX98433
OG0000525	Solyc02T001643.1, Solyc10T000047.1	CDX79061, CDY63474, CDX94036, CDX98685, CDX76426, CDY47094
OG0000525	Solyc10T000378.1, Solyc07T002192.1	CDY29882, CDY68230, CDX89203, CDY19003
OG0000529	Solyc09T000189.2, Solyc09T000190.2, Solyc03T000684.2, Solyc03T000693.2, Solyc03T000702.1, Solyc10T000521.1, Solyc10T000520.1, Solyc10T000519.1, Solyc10T002904.3, Solyc05T002733.1	CDY08611
OG0000529	Solyc03T000697.1	CDY61769, CDY18463
OG0000530	Solyc12T002837.1, Solyc12T002060.1, Solyc12T002061.1, PRAM_141672.1.p1, Solyc12T002062.1, Solyc04T000841.1, Solyc12T002056.1, Solyc12T001522.1, Solyc12T002836.1, Solyc12T002838.1, Solyc01T000115.1, Solyc03T001114.1	CDY01103, CDY08454
OG0000531	Solyc03T000781.1, Solyc03T000790.1, Solyc03T000783.1, Solyc02T002825.1	CDY22445, CDY44047, CDX75633, CDX69285
OG0000531	Solyc12T002409.1, Solyc04T002630.1	CDY22370, CDX71540, CDY25228, CDY02431
OG0000532	Solyc01T003546.1	CDY56593, CDY47919
OG0000532	Solyc05T002513.1, Solyc08T002085.1	CDY40564, CDY28967, CDY43436, CDX77748, CDX76566
OG0000533	Solyc11T000282.1, Solyc12T000560.1, Solyc11T002105.1	CDX71015
OG0000535	Solyc06T000637.1, Solyc03T000219.1, Solyc06T001311.1	CDY07238, CDY07239
OG0000535	Solyc08T002234.1, Solyc08T000258.1	CDY04392, CDY47428, CDX82971, CDY41291, CDX98767, CDX94122
OG0000536	Solyc01T000278.1, Solyc01T000280.1, Solyc01T000279.1	CDY03618, CDY65726, CDY43911
OG0000538	Solyc10T000243.2, Solyc10T000244.1, Solyc10T000245.1, Solyc10T000211.1, Solyc10T000210.1, Solyc10T000208.1	CDY65688, CDY17027, CDY09031, CDY18116, CDY18118, CDY09029, CDY09030
OG0000539	Solyc08T000244.1, Solyc08T002163.1	CDY68526, CDY40540
OG0000539	Solyc02T001738.1	CDX82890
OG0000540	Solyc07T002188.1, Solyc07T002187.1	CDY26923
OG0000540	Solyc02T001639.1	CDY36937, CDY24164, CDX81334, CDX86000, CDX93772, CDX93771, CDX93770, CDX86003, CDY51975, CDX85994, CDX93775, CDX93776, CDX93773, CDX86001, CDX85996
OG0000541	Solyc06T002615.1, Solyc09T000963.1	CDY31429, CDX76445
OG0000541	Solyc06T001270.1	CDY00396, CDY01318, CDY08188, CDY04660, CDX87523, CDX88363
OG0000542	Solyc09T000602.1	CDY53311
OG0000543	Solyc03T002205.1, Solyc06T002113.3, Solyc06T002112.1, Solyc03T002208.1, Solyc03T002235.1, Solyc03T002206.4, Solyc03T002207.1, Solyc03T002209.1	CDY25828, CDX84877, CDY69440
OG0000544	Solyc01T002190.1	CDY49365, CDY33684, CDX74644
OG0000544	Solyc04T000537.1, Solyc05T002235.1	CDX95818
OG0000544	Solyc11T000522.1	CDY52941, CDY16439, CDY49656, CDX69442, CDX85499, CDY38104
OG0000545	Solyc05T000007.5, Solyc01T000221.1	CDY09449, CDY03741, CDY47145
OG0000546	Solyc07T002099.1, Solyc10T000325.1	CDX89868, CDY18183, CDY32512, CDY37411
OG0000548	Solyc03T002566.1	CDY36929, CDY24155
OG0000548	Solyc02T002352.1	CDX78613, CDX70595, CDX69547, CDX85053, CDX74292, CDX91954
OG0000549	Solyc02T002578.1, Solyc02T000888.1	CDY65016, CDY52824, CDY65651, CDY69753
OG0000549	Solyc01T004033.1, Solyc10T002233.1	CDX79956, CDY23873, CDY22505, CDY35427, CDY47375, CDX76010
OG0000550	Solyc04T002350.1	CDX87459, CDX88433, CDY04818, CDY21361, CDY41485, CDY68560
OG0000550	Solyc11T000390.1, Solyc01T003753.1, Solyc01T003750.1, Solyc01T003749.1	CDX68985, CDX75362
OG0000552	Solyc05T002331.1, Solyc05T002332.1	CDX98975, CDX70037, CDY14046, CDY55179
OG0000553	Solyc02T002592.1, Solyc02T002593.1, Solyc04T002697.1, Solyc04T002698.1, Solyc04T002695.3, Solyc04T002696.1	CDY21469, CDX83197
OG0000554	Solyc03T000539.1, Solyc02T001941.1, Solyc02T001942.1, Solyc07T001659.3, Solyc07T001661.1, Solyc02T000673.1	CDY24351, CDY64460
OG0000554	Solyc06T000270.1	CDY29523
OG0000555	Solyc07T001795.1	CDY54511, CDX86324, CDY05700, CDY71174, CDY00074, CDY19966
OG0000555	Solyc05T002534.1, Solyc04T000571.1	CDY42968, CDY35589, CDY58168, CDY50128
OG0000556	PRAM_26132.1.p1	CDY28541, CDY21303, CDX90865, CDY16666, CDX94556
OG0000557	Solyc09T000520.1, Solyc09T000513.1, Solyc09T000616.3	CDX71061, CDX88735, CDY09232, CDY31581
OG0000557	Solyc06T002472.1	CDY38576
OG0000558	PRAM_17423.1.p1	CDY37967
OG0000558	Solyc07T001497.1, Solyc12T000901.1, Solyc02T000291.5	CDX71342, CDY56647, CDY58355, CDY01794, CDY24285
OG0000559	Solyc03T000646.2, Solyc02T000792.1	CDY28698, CDY51543, CDX91996, CDX74252, CDY01659, CDX74521, CDX67405, CDY71290
OG0000560	Solyc01T003446.1, Solyc05T002438.1, Solyc08T002403.1, Solyc08T000315.1	CDY05203
OG0000560	Solyc06T001554.2, Solyc01T003063.1	CDY09959, CDY63291, CDY40660
OG0000561	Solyc03T002144.1, Solyc03T002146.1, Solyc03T002145.1	CDY52965, CDY56131, CDY18126, CDY66574
OG0000561	Solyc06T002278.1	CDX92039
OG0000562	Solyc02T001604.1, Solyc10T000434.1	CDX97938, CDY67793, CDY52219, CDY03815, CDY15009, CDY12892, CDY40956
OG0000562	Solyc07T002165.1, Solyc12T000481.1	CDY51390, CDY15465, CDY37420, CDY32505, CDY64131, CDX89883, CDY51097, CDY31932
OG0000567	Solyc07T000455.1	CDY28493, CDY34175, CDY13683, CDY52395, CDY36146, CDY17065, CDY45600, CDY16468, CDY58148, CDY12346, CDY66937, CDY12344, CDY72189, CDY71618, CDY63005, CDY69929, CDY12345, CDY64780, CDY65956, CDY66938, CDY53460, CDX82682, CDY49979, CDX90239, CDY49977
OG0000570	Solyc04T000822.1, Solyc04T000828.1, Solyc04T000825.1, Solyc05T001285.1, Solyc10T001198.1	CDY10818, CDY40470, CDY59563, CDY31887
OG0000575	Solyc04T002303.1, Solyc04T002300.1, Solyc04T002298.1	CDX73350, CDY37095
OG0000583	Solyc06T001115.2, Solyc09T002111.1, Solyc06T000205.1	CDX97448, CDY14233, CDY38377, CDY35200
OG0000584	Solyc03T001806.1, Solyc01T002698.1	CDX83392, CDX95641, CDX74715, CDY18942, CDY18944, CDY27388
OG0000585	Solyc01T002265.1	CDY10181, CDY47722, CDY24747, CDY10784, CDY57093, CDY15418, CDY57092, CDY15419, CDY15420, CDY24749, CDY10785
OG0000586	Solyc10T001711.1, Solyc01T004151.1, Solyc02T002127.1, Solyc01T004153.1	CDY64606, CDX69233, CDY53077, CDY24782, CDY45420
OG0000587	Solyc01T004160.1, Solyc10T002673.2, Solyc10T002672.1, Solyc09T000239.1, Solyc05T002671.1, Solyc11T000305.1	CDY24976, CDY07663, CDX93282, CDY44632, CDX74863
OG0000591	Solyc07T002211.1	CDY55389, CDY47982, CDY14847, CDY51508
OG0000591	Solyc12T000672.1, Solyc07T002439.1, Solyc10T000233.1	CDY25721, CDY02513
OG0000593	Solyc02T001782.1	CDY59834
OG0000594	Solyc09T001194.1, Solyc07T001378.1	CDX81278
OG0000595	Solyc09T001846.1	CDY19654, CDY20228, CDX95219
OG0000597	Solyc10T002635.1, Solyc09T000317.1	CDY00898, CDY60156
OG0000597	Solyc11T000226.1	CDY13335, CDX67543
OG0000597	Solyc11T002155.1	CDY30533, CDX71428, CDY04510
OG0000598	Solyc01T003256.5, Solyc09T002328.1, Solyc01T003257.1, Solyc08T001013.1, Solyc08T000408.1, Solyc01T003259.1	CDY64191, CDY46325, CDY38326
OG0000599	Solyc11T000347.1	CDY39282
OG0000599	Solyc03T001281.1	CDY07452, CDY16409, CDY60941
OG0000600	Solyc01T000158.1, Solyc04T000347.1, Solyc05T002630.1, Solyc11T000143.1, Solyc10T002566.1, Solyc10T002565.1	CDX79639, CDX84590, CDX79641, CDX84589, CDX75080, CDX84166, CDY40424, CDY32074
OG0000601	Solyc05T002632.1, Solyc11T000144.1, Solyc04T000346.1, Solyc11T002443.1	CDX88812, CDX70980, CDY65546, CDY09117
OG0000601	Solyc01T002647.1, Solyc05T002181.2	CDY16617
OG0000603	Solyc08T002548.1	CDX86844
OG0000603	Solyc03T001696.1	CDX96230, CDY28832, CDY38751, CDY67678, CDY47076, CDY35662, CDY19030, CDY55351
OG0000604	Solyc05T002117.1, Solyc12T000251.2	CDY35901
OG0000604	Solyc12T002006.1, Solyc03T003384.2	CDX68115
OG0000604	Solyc08T001419.1	CDY61446, CDX91199, CDX70409, CDX78432, CDX80544, CDX88203
OG0000605	Solyc03T002931.1, Solyc08T001095.1	CDY50769, CDX73440, CDY39399, CDY69377, CDY39404, CDY47032, CDX72553, CDY50770
OG0000606	Solyc07T001880.1, Solyc07T001876.1, Solyc07T001879.1	CDY50708, CDY43121, CDY43120, CDY50709, CDX70765, CDX78752
OG0000608	Solyc11T000518.1, Solyc04T000536.1, Solyc01T000034.1	CDY17653, CDY36247, CDY48805, CDY09425, CDY72412, CDY33734, CDX81678, CDY51772, CDY45295, CDY51777
OG0000609	Solyc02T002272.1	CDX69554, CDY09889
OG0000609	Solyc08T001680.1	CDY45586, CDY20329
OG0000609	Solyc07T000160.1	CDX68651, CDY72411, CDY28182
OG0000609	Solyc03T002671.2	CDY36909
OG0000610	Solyc01T004391.1, Solyc03T000531.1, Solyc02T000644.1, Solyc04T002993.1	CDX71350, CDY31372, CDY26797, CDY47489
OG0000611	Solyc12T002009.1, Solyc06T001668.1	CDY03342
OG0000611	Solyc11T002385.1, Solyc11T002371.1, Solyc08T001393.1, Solyc12T000269.1	CDY06819, CDY21648
OG0000612	Solyc08T001835.1, Solyc08T000060.1	CDY34257, CDY46328, CDY10636, CDY37409, CDX92940, CDY69421
OG0000613	Solyc08T000068.1, Solyc08T001802.1	CDY13061, CDY38984, CDX87793, CDY67937, CDY01590, CDX98611, CDY68433, CDX99387
OG0000614	Solyc01T000321.1, Solyc06T002207.1	CDX77061, CDY48192, CDY56413, CDY04475
OG0000614	Solyc03T001357.1	CDX84712, CDX79495
OG0000615	Solyc11T002056.1, Solyc06T002558.1	CDY02043, CDY10719, CDY29689, CDX97838
OG0000615	Solyc05T002362.2, Solyc05T002361.1, Solyc06T000912.1, Solyc06T000844.1	CDX93188, CDX98841, CDX70152
OG0000616	Solyc06T000685.1, Solyc06T000684.1, Solyc06T000680.1, Solyc06T000683.1	CDY05883, CDY71834
OG0000616	Solyc01T002818.1, Solyc05T002083.1, Solyc10T000588.1	CDX71754, CDY48933, CDY06318, CDY37068, CDY27356, CDX74768, CDY18898
OG0000617	Solyc01T003868.1	CDX77322
OG0000617	Solyc01T003867.1	CDX93141, CDX89633, CDX89632, CDX93140
OG0000619	Solyc12T000891.1, Solyc12T000376.1	CDY47558, CDY12392
OG0000620	Solyc09T002138.1, Solyc09T001894.1, Solyc10T000750.1, Solyc01T002183.1, Solyc12T000757.1, Solyc12T000756.1	CDY09037, CDY18109, CDY09036, CDX85115, CDX77495
OG0000621	Solyc09T002831.3, Solyc01T001728.2	CDY70614, CDY34139
OG0000624	Solyc01T003044.1, Solyc06T002225.1, Solyc07T000390.1, Solyc01T004402.1, Solyc04T003028.1, Solyc10T002703.1	CDY13933
OG0000627	Solyc12T002761.1, Solyc01T001847.1, Solyc01T001846.1, Solyc05T002550.2	CDX80613, CDY68790, CDY19737, CDX99968, CDY40720, CDY40719, CDX74137, CDY18812, CDY05188, CDY27751
OG0000634	Solyc07T000184.1	CDX98436, CDY26577, CDY57078, CDX98049, CDY08766, CDY45609, CDY26578, CDY16020, CDY26576, CDY16021, CDY16019, CDX98050, CDY57077, CDY16024, CDY24576, CDY24578, CDY25365, CDY09521, CDY24579, CDY25364, CDY09524, CDY16023, CDY26580, CDY16022, CDY26579
OG0000635	Solyc08T000579.1, Solyc01T003944.1, Solyc08T000414.1, Solyc12T002629.1	CDX90587, CDY09758, CDY49298, CDY22916, CDY19291, CDY37279, CDY38624, CDY44326, CDY49300, CDY22915, CDY54974, CDY22913, CDY54975
OG0000636	Solyc06T000400.1, Solyc01T000839.1	CDY11927
OG0000646	Solyc09T000772.1, Solyc06T000914.1	CDY43343, CDX76061, CDY31996, CDX67632
OG0000648	Solyc09T002703.1, Solyc05T002486.1, Solyc12T002673.1	CDY00046, CDY19938, CDX86281, CDY33947, CDY05663, CDX85362, CDX77383, CDY52083, CDY03292, CDY39786, CDY15113, CDX93039
OG0000649	Solyc02T000905.1, Solyc02T000904.1, Solyc02T000907.1, Solyc02T000903.1, Solyc03T000960.1, Solyc03T000847.1	CDX89584, CDY38956
OG0000650	Solyc10T000514.1, Solyc01T002898.1	CDY42012, CDX79993, CDY52012, CDY53913
OG0000650	Solyc08T002425.1	CDX90792, CDY05135
OG0000651	Solyc06T000998.1	CDY00999, CDY08548, CDY04958, CDY14107
OG0000651	Solyc06T000109.2, Solyc06T000108.1	CDY45829, CDX84871, CDY10700, CDY02019, CDX97863, CDY29712
OG0000652	Solyc03T002998.1	CDX87328, CDY39960
OG0000653	Solyc07T001635.1, Solyc04T001943.1, Solyc06T002182.1	CDY22727, CDY39508, CDY50270, CDY54868, CDY58747, CDY09044, CDX92934, CDY10627, CDY24288, CDY37397
OG0000654	Solyc07T000262.1, Solyc12T000386.1, Solyc06T001749.1, Solyc03T003023.1, Solyc01T003362.1	CDY39975, CDX87313, CDX83972, CDX96835, CDY33390, CDY36581, CDY53310
OG0000655	Solyc11T002139.1, Solyc06T002320.1	CDY09164, CDX88785, CDX71011
OG0000655	Solyc09T000299.2, Solyc10T002651.1	CDY11268, CDX70286, CDY10358
OG0000656	Solyc06T000535.1	CDY24946
OG0000656	Solyc06T001122.2, Solyc09T002532.1	CDY34395
OG0000656	Solyc06T002482.1, Solyc06T000074.1	CDX88683, CDX71136
OG0000657	Solyc10T001969.1	CDY39483, CDY71477
OG0000658	Solyc04T003026.1, Solyc12T002523.3, Solyc02T000590.1, Solyc03T000511.1	CDY31514, CDY29492, CDX85953, CDX68094, CDY20402, CDX87589
OG0000660	Solyc01T003162.1	CDX95237, CDY67158
OG0000660	Solyc01T001966.1, Solyc03T002218.1	CDX71637, CDY05828, CDX84882, CDY45813
OG0000661	Solyc06T001428.1, Solyc05T001698.1, Solyc07T001401.1, Solyc12T002550.1	CDX87962, CDY12340, CDX92458, CDY16540, CDY70751
OG0000662	Solyc04T001448.1, Solyc05T002076.1, Solyc11T002505.1, Solyc06T000008.1	CDY22713, CDY06285, CDX93609, CDX95115, CDY31207, CDX83290, CDY62454, CDX77182, CDY04570, CDY15755
OG0000663	Solyc06T001154.1	CDY10686
OG0000663	Solyc10T002503.1	CDX96148, CDY55678
OG0000663	Solyc11T002481.1	CDY35428, CDY22503, CDY65072
OG0000664	Solyc07T002497.1	CDY26015, CDY24122, CDY65037, CDY02526
OG0000664	Solyc10T000414.1, Solyc03T000142.1, Solyc02T001554.1	CDY46285, CDY15686, CDY46616, CDY72170, CDX94597, CDY35723, CDX90137
